/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00002 /space/lixin/DFEW/Clip/audio_16k/part_1/2.wav 2
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00004 /space/lixin/DFEW/Clip/audio_16k/part_1/4.wav 1
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00006 /space/lixin/DFEW/Clip/audio_16k/part_1/6.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00007 /space/lixin/DFEW/Clip/audio_16k/part_1/7.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00008 /space/lixin/DFEW/Clip/audio_16k/part_1/8.wav 1
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00010 /space/lixin/DFEW/Clip/audio_16k/part_1/10.wav 6
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00011 /space/lixin/DFEW/Clip/audio_16k/part_1/11.wav 4
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00012 /space/lixin/DFEW/Clip/audio_16k/part_1/12.wav 4
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00013 /space/lixin/DFEW/Clip/audio_16k/part_1/13.wav 2
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00015 /space/lixin/DFEW/Clip/audio_16k/part_1/15.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00016 /space/lixin/DFEW/Clip/audio_16k/part_1/16.wav 6
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00018 /space/lixin/DFEW/Clip/audio_16k/part_1/18.wav 0
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00019 /space/lixin/DFEW/Clip/audio_16k/part_1/19.wav 4
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00020 /space/lixin/DFEW/Clip/audio_16k/part_1/20.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00021 /space/lixin/DFEW/Clip/audio_16k/part_1/21.wav 0
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00022 /space/lixin/DFEW/Clip/audio_16k/part_1/22.wav 1
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00024 /space/lixin/DFEW/Clip/audio_16k/part_1/24.wav 1
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00025 /space/lixin/DFEW/Clip/audio_16k/part_1/25.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00026 /space/lixin/DFEW/Clip/audio_16k/part_1/26.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00027 /space/lixin/DFEW/Clip/audio_16k/part_1/27.wav 2
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00029 /space/lixin/DFEW/Clip/audio_16k/part_1/29.wav 0
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00031 /space/lixin/DFEW/Clip/audio_16k/part_1/31.wav 3
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00032 /space/lixin/DFEW/Clip/audio_16k/part_1/32.wav 6
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00033 /space/lixin/DFEW/Clip/audio_16k/part_1/33.wav 0
/datasets/Dynamic-expression/DFEW/Clip/clip_224x224/clip_224x224_part_1/00034 /space/lixin/DFEW/Clip/audio_16k/part_1/34.wav 0
